"","ENSEMBL","ENTREZID","SYMBOL","TXCHROM","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000166747","ENSG00000166747","164","AP1G1","chr16",0.0548561449115548,7.26063899993894,1.90436614802045,0.0582196665746944,0.125424912852485,-5.12463138891739
"ENSG00000159840","ENSG00000159840","7791","ZYX","chr7",-0.139227595344462,6.20379332551771,-1.91857673350303,0.0563843612650551,0.122290643501433,-5.1247045861991
"ENSG00000205476","ENSG00000205476","317762","CCDC85C","chr14",0.145665721975478,1.70209630945927,1.55939268968689,0.120398575942975,0.218622799223653,-5.12491413513627
"ENSG00000123104","ENSG00000123104","3709","ITPR2","chr12",0.0684684999784193,7.92559420915495,1.88875543224043,0.0602931477573434,0.12885411505878,-5.1257018353539
"ENSG00000052723","ENSG00000052723","80143","SIKE1","chr1",-0.0890441679519268,5.84260625350612,-1.91851995929567,0.0563915960420128,0.122290643501433,-5.12792847413609
"ENSG00000233622","ENSG00000233622","171523","CYP2T1P",NA,-0.161615210967083,0.657873841365431,-1.38395961393285,0.167829566086421,0.281973168487644,-5.12814624322906
"ENSG00000140153","ENSG00000140153","91833","WDR20","chr14",0.041905283565025,5.46019859471393,1.91789015360626,0.056471904837392,0.122424289894756,-5.12816068238002
"ENSG00000135898","ENSG00000135898","9290","GPR55","chr2",0.131101746177043,2.52586643074481,1.70390002443519,0.0898685057275954,0.175361992641297,-5.12908761367623
"ENSG00000177042","ENSG00000177042","283232","TMEM80","chr11",-0.0742623649788628,3.70526630960413,-1.85007422388774,0.0656978149386773,0.138174143196605,-5.12916208945355
"ENSG00000047597","ENSG00000047597","7504","XK","chrX",-0.276815388306325,7.02689597099243,-1.90512661690079,0.0581202009981436,0.125251804420037,-5.12972043366487
"ENSG00000204131","ENSG00000204131","340527","NHSL2","chrX",0.123945648741555,7.58616948397963,1.89588153636246,0.0593391028189265,0.127375961455563,-5.129751793058
"ENSG00000147124","ENSG00000147124","7592","ZNF41","chrX",0.0639612809136375,4.35858028703874,1.89164521453701,0.0599047302672566,0.12824832688568,-5.13012271140959
"ENSG00000143258","ENSG00000143258","27005","USP21","chr1",0.0853889123157067,3.20680428498447,1.79450118600183,0.0741613222123605,0.151643127962154,-5.13052520967471
"ENSG00000083838","ENSG00000083838","55663","ZNF446","chr19",0.0727990506723578,2.37419484133786,1.69247361254573,0.0920283055425171,0.178751482031087,-5.13113839387906
"ENSG00000070476","ENSG00000070476","79364","ZXDC","chr3",-0.0787215441172853,6.33089537361316,-1.91353754659291,0.0570295463293901,0.123347568273814,-5.13173942603608
"ENSG00000185022","ENSG00000185022","23764","MAFF","chr22",0.119890016574221,2.5482982589409,1.70271627931876,0.0900903295090137,0.17569021706214,-5.13263300641783
"ENSG00000155926","ENSG00000155926","6503","SLA","chr8",-0.11076246718481,9.50941776065341,-1.84229333006589,0.0668322098027252,0.139864246189417,-5.13269905014493
"ENSG00000074276","ENSG00000074276","54825","CDHR2","chr5",0.141555947215631,1.4169489239798,1.4988688685271,0.135398799900951,0.239335410694776,-5.13366121811063
"ENSG00000106554","ENSG00000106554","54927","CHCHD3","chr7",-0.0593612372997736,4.42259557634656,-1.8921618771701,0.0598355060143562,0.128189600740465,-5.13475972779098
"ENSG00000152672","ENSG00000152672","165530","CLEC4F","chr2",-0.347413505756048,0.247464192694347,-1.3098811219205,0.191657056279139,0.312794052627404,-5.13500314949682
"ENSG00000144827","ENSG00000144827","55347","ABHD10","chr3",-0.121288691654802,4.77971176256068,-1.90450913831903,0.0582009532841592,0.125405210372427,-5.13687536939005
"ENSG00000125122","ENSG00000125122","26231","LRRC29","chr16",0.102508744048439,1.49614389934381,1.5345275841463,0.126394489140067,0.226969799857358,-5.13776122843979
"ENSG00000158201","ENSG00000158201","171586","ABHD3","chr18",-0.0880804749529514,7.02668543944244,-1.90071203778808,0.0586995946952184,0.126251327152975,-5.13802049546964
"ENSG00000145491","ENSG00000145491","83853","ROPN1L","chr5",-0.128872015827056,4.20132101529457,-1.87486805561278,0.0621892050310819,0.132237818030888,-5.13871384052915
"ENSG00000196151","ENSG00000196151","151525","WDSUB1","chr2",0.0737143314244258,3.24907323788514,1.79867558449381,0.0734958433581017,0.150634873947559,-5.1395467948897
"ENSG00000272666","ENSG00000272666","105373098","LOC105373098",NA,0.138123810698275,0.258879827984997,1.30951877361765,0.191779468713321,0.312859072528668,-5.14046151950745
"ENSG00000165006","ENSG00000165006","51271","UBAP1","chr9",-0.107765711253526,6.24923503823146,-1.90988794271557,0.0575006704210119,0.124223057064151,-5.14079504656972
"ENSG00000104863","ENSG00000104863","64130","LIN7B","chr19",-0.119753423179238,0.240612718175345,-1.29801622807425,0.195695539110507,0.317518859345516,-5.14093417896308
"ENSG00000078687","ENSG00000078687","57690","TNRC6C","chr17",0.0748604274410669,5.57715356526433,1.91156022221621,0.0572843943580989,0.123817044335686,-5.14137935116746
"ENSG00000167912","ENSG00000167912","100505501","LOC100505501",NA,0.123485675221035,0.208846364536195,1.29234635697999,0.197647443006246,0.319918255442617,-5.14192935397307
"ENSG00000089775","ENSG00000089775","7597","ZBTB25","chr14",-0.0847871158339115,6.14892724671117,-1.90860104770151,0.0576675698528635,0.124542566825092,-5.14294292334361
"ENSG00000166707","ENSG00000166707","644353","ZCCHC18","chrX",0.134398879874867,1.48663241986808,1.5138870623525,0.13154746040013,0.234138045011476,-5.14323852428686
"ENSG00000100902","ENSG00000100902","5687","PSMA6","chr14",0.0654809848025738,3.57152172663068,1.82803444973494,0.068953194396196,0.143432712101403,-5.14331981615654
"ENSG00000267041","ENSG00000267041","342892","ZNF850","chr19",0.0878459382000383,2.77558705900248,1.73812610539414,0.083644044251115,0.166235403790654,-5.1442755983064
"ENSG00000120256","ENSG00000120256","84918","LRP11","chr6",0.138118001612554,0.77212772646422,1.37308020489844,0.171181425199698,0.286365659233242,-5.14433848226626
"ENSG00000196664","ENSG00000196664","51284","TLR7","chrX",-0.124234925181675,4.79881488129836,-1.90115710126841,0.0586409640089764,0.126187344486234,-5.14473747306777
"ENSG00000081154","ENSG00000081154","57092","PCNP","chr3",-0.109573971590631,6.36374738479702,-1.90529052183815,0.058098781678896,0.125250269188011,-5.14517194481464
"ENSG00000115282","ENSG00000115282","64427","TTC31","chr2",-0.0701126062927645,3.73306300167293,-1.8432277375705,0.066695127928753,0.139694684168472,-5.14549783784601
"ENSG00000161956","ENSG00000161956","26168","SENP3","chr17",-0.0740375053003435,2.69747460398952,-1.73299716456462,0.0845537757916023,0.167636717486089,-5.14553066627176
"ENSG00000174669","ENSG00000174669","3177","SLC29A2","chr11",0.136665981245082,0.482409984071623,1.3394485042488,0.181862310503947,0.299681833514612,-5.14660170806314
"ENSG00000168016","ENSG00000168016","9881","TRANK1","chr3",-0.102164991578728,8.50199748388566,-1.8615928045456,0.0640478784495428,0.135464828600639,-5.1470570992852
"ENSG00000213397","ENSG00000213397","55559","HAUS7","chrX",0.0940311120480108,1.0928865593124,1.4588526114753,0.146089225333416,0.254018503110253,-5.14741425046582
"ENSG00000100629","ENSG00000100629","145508","CEP128","chr14",0.076408366418855,4.15012336686941,1.87020958662505,0.0628362547768625,0.133332490102046,-5.14791114759016
"ENSG00000106012","ENSG00000106012","23288","IQCE","chr7",-0.101370459232186,4.16120726892299,-1.87191882371047,0.0625981979143965,0.132913426221285,-5.14793276792286
"ENSG00000158163","ENSG00000158163","199221","DZIP1L","chr3",0.210977284012409,1.08291078489604,1.42470316118787,0.15571696156323,0.266324205184243,-5.14932071744298
"ENSG00000241015","ENSG00000241015","147804","TPM3P9","chr19",-0.101797710082978,2.7176366165,-1.73601690299974,0.0840171871436393,0.166850495741164,-5.1504005533542
"ENSG00000160948","ENSG00000160948","51160","VPS28","chr8",-0.0820942417024627,5.57405930812492,-1.90657907802004,0.0579306214070407,0.124987103667833,-5.15050698212394
"ENSG00000115841","ENSG00000115841","151393","RMDN2","chr2",0.07757639035581,3.3586695001996,1.80232379330988,0.0729182840752666,0.149661752172646,-5.15173778598093
"ENSG00000127483","ENSG00000127483","50809","HP1BP3","chr1",-0.0464756574138674,7.81310026820459,-1.87597521999925,0.0620362418672455,0.131998217882141,-5.15380412139385
"ENSG00000128694","ENSG00000128694","64172","OSGEPL1","chr2",0.0849165035562198,3.14657605783619,1.78329311571271,0.075972670360436,0.154282711704513,-5.15536711722166
"ENSG00000135749","ENSG00000135749","80003","PCNX2","chr1",0.093175836616762,5.29900720460942,1.90231517844683,0.0584886335563335,0.125921570305989,-5.15560046691874
"ENSG00000145191","ENSG00000145191","8893","EIF2B5","chr3",-0.0580873325190021,5.13452886660623,-1.90027967781416,0.0587565988149879,0.126332470582029,-5.1556486431194
"ENSG00000176058","ENSG00000176058","286262","TPRN","chr9",-0.0968391319159346,1.77096207371752,-1.5806214220502,0.115458989920586,0.212455563791818,-5.15679854971468
"ENSG00000089234","ENSG00000089234","8315","BRAP","chr12",-0.0582628449647898,5.62029961569141,-1.9032975842146,0.0583596700883962,0.125685211279758,-5.15689864220304
"ENSG00000255284","ENSG00000255284","171391","LOC171391","chr11",-0.101479117642647,1.40852622014554,-1.51015582049841,0.132496241024946,0.235511957168069,-5.15728566478586
"ENSG00000171517","ENSG00000171517","23566","LPAR3","chr1",0.207528504794077,0.100565738413046,1.2398514630572,0.216404241437839,0.341407124762369,-5.1575321672446
"ENSG00000242125","ENSG00000242125","8420","SNHG3","chr1",-0.0724663290114211,4.98457266385491,-1.89641881779367,0.0592676857625251,0.127243498327505,-5.1578541710252
"ENSG00000175581","ENSG00000175581","51642","MRPL48","chr11",0.0958257536764865,3.07714988099139,1.76727204910204,0.0786248178232284,0.158592718868737,-5.1582984248014
"ENSG00000117133","ENSG00000117133","80135","RPF1","chr1",-0.106875419862105,4.46438353122144,-1.88173881673366,0.0612450131871075,0.130547794412655,-5.15848283188838
"ENSG00000237440","ENSG00000237440","100129842","ZNF737","chr19",-0.12971876859914,4.76971285121875,-1.89188997562773,0.0598719279930795,0.128240618309242,-5.15877072230226
"ENSG00000164077","ENSG00000164077","84315","MON1A","chr3",-0.0720483027952252,2.40856925648821,-1.68539988632373,0.0933862852998064,0.180906597904901,-5.16043650090817
"ENSG00000140092","ENSG00000140092","10516","FBLN5","chr14",0.165029836111279,1.80750199805307,1.56899717033177,0.118143508205368,0.215549410084599,-5.16125048038939
"ENSG00000030419","ENSG00000030419","22807","IKZF2","chr2",-0.115579782216095,6.14381686976552,-1.89824518707471,0.0590254562334637,0.126822526638206,-5.16182467555295
"ENSG00000197930","ENSG00000197930","30001","ERO1A","chr14",-0.101953714846534,7.16498010496056,-1.88367844114372,0.0609806409637753,0.130047715768338,-5.16454655518613
"ENSG00000272533","ENSG00000272533","677811","SNORA28","chr14",0.113496714230833,1.50776111507359,1.51456231963607,0.131376324052614,0.23399231952135,-5.16592498648838
"ENSG00000145949","ENSG00000145949","340156","MYLK4","chr6",0.127202593271692,1.59799489341979,1.51782572363688,0.130551699986159,0.23288887010824,-5.16710493922044
"ENSG00000134690","ENSG00000134690","55143","CDCA8","chr1",0.130066748540628,0.214822666583321,1.26006325173234,0.209035131799583,0.333271720823227,-5.16734546478323
"ENSG00000082781","ENSG00000082781","3693","ITGB5","chr3",0.208908350070517,3.61181995065555,1.81272068362032,0.0712928102581394,0.14727105816445,-5.16739853680379
"ENSG00000144566","ENSG00000144566","5868","RAB5A","chr3",-0.0663959105538127,6.49676274926222,-1.89264446713635,0.0597709073010483,0.128093080770903,-5.16742089388071
"ENSG00000139624","ENSG00000139624","91012","CERS5","chr12",-0.0515661974844544,4.92607749808521,-1.88883815100985,0.0602820003131691,0.128851301060781,-5.16744570665201
"ENSG00000105793","ENSG00000105793","101927446","LOC101927446",NA,0.0787802125784707,5.11489275461384,1.89329831178224,0.0596834776584991,0.127989421084743,-5.16784913546307
"ENSG00000184497","ENSG00000184497","348013","TMEM255B","chr13",0.137605742019371,1.17128917326308,1.43612931198089,0.152443019822159,0.262110804251481,-5.16804654425755
"ENSG00000170606","ENSG00000170606","3308","HSPA4","chr5",-0.0762332337338395,6.18388301727704,-1.89510628998954,0.059442277631062,0.127513900639988,-5.16811698897315
"ENSG00000273265","ENSG00000273265","100506036","CNNM3-DT",NA,0.10451353058001,0.29049406354719,1.2920323438569,0.197755962642178,0.319998444734695,-5.16813420424846
"ENSG00000174255","ENSG00000174255","7634","ZNF80","chr3",0.192518473180035,0.858632514930694,1.39511348016054,0.164444924989123,0.277647769139821,-5.16881319446885
"ENSG00000228340","ENSG00000228340","284757","MIR646HG","chr20",-0.142645506555487,3.21809110508143,-1.77211842334756,0.0778146549733441,0.157248948926244,-5.17016344076914
"ENSG00000182919","ENSG00000182919","28970","C11orf54","chr11",-0.0699295102858814,4.63592258050469,-1.87881563584969,0.0616452503141937,0.131336849133312,-5.17057284498376
"ENSG00000212402","ENSG00000212402","677841","SNORA74B","chr5",0.213642605497663,6.9568854975948,1.88579778947617,0.0606928614128574,0.129497205687502,-5.17059164339411
"ENSG00000126353","ENSG00000126353","1236","CCR7","chr17",-0.126968292700094,6.35457066329073,-1.89066394809164,0.0600363879145032,0.128441704515801,-5.17238390878962
"ENSG00000129354","ENSG00000129354","10053","AP1M2","chr19",-0.171632657434583,-0.0738990123491528,-1.20930346046277,0.227896385380742,0.35538821215769,-5.17254678745998
"ENSG00000166123","ENSG00000166123","84706","GPT2","chr16",0.201090366919223,0.685739675926651,1.31596151830433,0.189611538220244,0.31020676372793,-5.1737949715031
"ENSG00000138069","ENSG00000138069","5861","RAB1A","chr2",-0.0589612775114147,6.62961985372283,-1.88705391967101,0.060522831063063,0.129281738387152,-5.17436587852719
"ENSG00000068796","ENSG00000068796","3796","KIF2A","chr5",0.0769458399995978,6.47441165297029,1.88888681471578,0.0602754430415083,0.128851301060781,-5.17481752357645
"ENSG00000173540","ENSG00000173540","29925","GMPPB","chr3",-0.069456173305616,3.90726076586127,-1.84259668035792,0.0667876813319286,0.139840850743218,-5.17566906809688
"ENSG00000267100","ENSG00000267100","147727","ILF3-DT","chr19",-0.0856580569822022,3.23420282055752,-1.78354340444557,0.0759318276873368,0.154252706989759,-5.17601808294848
"ENSG00000147669","ENSG00000147669","5440","POLR2K","chr8",0.203950260973469,3.31964624759917,1.78543212490151,0.075624203490161,0.153746926500006,-5.17642788133473
"ENSG00000115935","ENSG00000115935","7456","WIPF1","chr2",0.074827628972361,8.82938045035969,1.83715803511037,0.067589757519279,0.141174607235856,-5.17691144220683
"ENSG00000127920","ENSG00000127920","2791","GNG11","chr7",-0.190962716168982,4.63328174993006,-1.87553413239104,0.062097143853751,0.13210635683998,-5.17815775219045
"ENSG00000163156","ENSG00000163156","100534012","TNFAIP8L2-SCNM1","chr1",0.0708198285709785,3.62014206845984,1.80843859923785,0.0719586219868011,0.148247877801242,-5.17835541511762
"ENSG00000120832","ENSG00000120832","80298","MTERF2","chr12",-0.0873218856202511,3.56868269050886,-1.81137529039414,0.0715014523777119,0.147608999262037,-5.17843101381356
"ENSG00000258301","ENSG00000258301","100506603","VASH1-AS1",NA,-0.103652565660409,1.27991207338627,-1.47635613194451,0.141335671012715,0.247559353195732,-5.17898926867208
"ENSG00000258289","ENSG00000258289","91612","CHURC1","chr14",-0.121333980949121,6.45572950946592,-1.88596035645439,0.0606708338412139,0.129487751058813,-5.17964051786251
"ENSG00000082258","ENSG00000082258","905","CCNT2","chr2",-0.0753630184321677,7.45866003593691,-1.86842246930058,0.0630859641660584,0.133732449025478,-5.18024171626715
"ENSG00000273983","ENSG00000273983","8355","H3C8","chr6",0.189850511608331,3.4140316514771,1.7887392015838,0.0750880327755838,0.153060473653122,-5.18173870431427
"ENSG00000257167","ENSG00000257167","100128191","TMPO-AS1","chr12",-0.0784924308530913,1.76048605147793,-1.56422033563613,0.119260871003927,0.217155876507912,-5.18212922060671
"ENSG00000171858","ENSG00000171858","6227","RPS21","chr20",-0.17160929232896,6.29247503186495,-1.88614750645874,0.0606454835697933,0.1294631402101,-5.1823942427916
"ENSG00000169814","ENSG00000169814","686","BTD","chr3",0.0555285286263558,3.7738649038848,1.82443552357287,0.0694972437646871,0.144271169078393,-5.18283507683664
"ENSG00000117118","ENSG00000117118","6390","SDHB","chr1",-0.0691589043536436,5.84844337432432,-1.88894056597188,0.0602682009316375,0.128851301060781,-5.18336073574126
"ENSG00000213923","ENSG00000213923","1454","CSNK1E","chr22",0.080199167687646,3.14023203066245,1.76321773077008,0.0793078721359817,0.159455174119698,-5.1836932408783
"ENSG00000280213","ENSG00000280213","100113386","UCKL1-AS1","chr20",0.131000757252522,0.844350118112713,1.36392219491639,0.174041862067513,0.289635181071469,-5.18412115151384
"ENSG00000119720","ENSG00000119720","55051","NRDE2","chr14",-0.0490172793515793,5.89760412545965,-1.88841364241601,0.0603392266886556,0.128931568993839,-5.18418895974775
"ENSG00000149084","ENSG00000149084","51144","HSD17B12","chr11",0.0779927399291769,4.68722220387858,1.87222225242026,0.0625560159786766,0.132845382604101,-5.1851917351726
"ENSG00000168081","ENSG00000168081","5368","PNOC","chr8",0.137557862846547,0.536197752152658,1.30884304632638,0.192007904922594,0.312983767263181,-5.18558211628071
"ENSG00000055044","ENSG00000055044","51602","NOP58","chr2",-0.105984851972692,5.2025527251792,-1.88416123447723,0.0609149840663341,0.129928835827086,-5.18760979397676
"ENSG00000106610","ENSG00000106610","101929736","LINC01372",NA,-0.0692950768667713,2.66904198065617,-1.70624952338768,0.0894295412266721,0.174661450880344,-5.18886096248745
"ENSG00000135469","ENSG00000135469","93058","COQ10A","chr12",0.0727598749104452,2.51991428939735,1.68112182294147,0.0942153944631999,0.182074298013551,-5.18954768701903
"ENSG00000127362","ENSG00000127362","50831","TAS2R3","chr7",0.137103330201627,1.53077366063712,1.50875656241508,0.132853417569555,0.235790080444706,-5.19236253608637
"ENSG00000187994","ENSG00000187994","126432","RINL","chr19",-0.0641924685776556,5.0875542848579,-1.87912590382989,0.0616026657536096,0.131267458955058,-5.19241509317387
"ENSG00000249693","ENSG00000249693","100506564","THEGL","chr4",-0.190535207335935,0.127237573822408,-1.21620855862892,0.22526113255582,0.352158595468647,-5.19245677691661
"ENSG00000186352","ENSG00000186352","353322","ANKRD37","chr4",0.0904571634298521,1.31168176922023,1.46371715420146,0.144755928593561,0.252302653733484,-5.19296974530963
"ENSG00000159063","ENSG00000159063","79053","ALG8","chr11",-0.0611792447332117,3.85828350095118,-1.82743212990051,0.0690440007261957,0.143576030067943,-5.19338488832962
"ENSG00000020181","ENSG00000020181","25960","ADGRA2","chr8",-0.14710914153072,0.992022857459335,-1.39647482635649,0.164035395112957,0.276992002543871,-5.19344106862293
"ENSG00000104689","ENSG00000104689","8797","TNFRSF10A","chr8",-0.0702219159596826,4.61465329258853,-1.86753715395537,0.0632099726850266,0.133951998703742,-5.19418234071319
"ENSG00000135077","ENSG00000135077","84868","HAVCR2","chr5",0.0872061854884848,4.71919727843702,1.86934765207376,0.0629565877796026,0.133522976703439,-5.19477696853463
"ENSG00000166016","ENSG00000166016","25841","ABTB2","chr11",-0.167356507384979,1.57730913897843,-1.50881244454187,0.132839138642216,0.235790080444706,-5.19525389776113
"ENSG00000077147","ENSG00000077147","56889","TM9SF3","chr10",-0.0902977131338467,7.24542742818193,-1.86401234192026,0.063705716321363,0.134845530492727,-5.19607244188155
"ENSG00000130921","ENSG00000130921","91574","C12orf65","chr12",-0.0703035622949638,4.08611372936914,-1.84141586934238,0.0669611499501391,0.140044645348089,-5.19609331922851
"ENSG00000115524","ENSG00000115524","23451","SF3B1","chr2",-0.0715680248370696,10.0969026951213,-1.78707553609489,0.0753573679928091,0.153340799291153,-5.19617479429696
"ENSG00000224177","ENSG00000224177","100874055","LINC00570","chr2",-0.187172049571076,2.85890515139626,-1.71546301735013,0.0877249073743333,0.172127299544219,-5.1975871802529
"ENSG00000170100","ENSG00000170100","197320","ZNF778","chr16",0.0503367754440545,4.39507264033011,1.85432083666605,0.0650854640221555,0.137062207091644,-5.19800280555633
"ENSG00000198046","ENSG00000198046","63934","ZNF667","chr19",0.185535939615202,1.4434848627486,1.45785346884175,0.146364243093206,0.254395456069838,-5.1980249802594
"ENSG00000101574","ENSG00000101574","64863","METTL4","chr18",0.0704940900848839,5.15013974262863,1.87726266563326,0.0618587658800891,0.131728323273542,-5.19817884953423
"ENSG00000113838","ENSG00000113838","55171","TBCCD1","chr3",-0.0615174505953871,3.62180002966073,-1.80497964153394,0.0725001853682688,0.149083766806071,-5.20145302289877
"ENSG00000119185","ENSG00000119185","9270","ITGB1BP1","chr2",-0.0649986907312788,4.912237892383,-1.87044275702139,0.062803735242928,0.133306649041143,-5.2027809964175
"ENSG00000197961","ENSG00000197961","7675","ZNF121","chr19",-0.087865808337399,5.96183625289539,-1.87718691502823,0.0618691964653946,0.131728323273542,-5.20358483712544
"ENSG00000005882","ENSG00000005882","5164","PDK2","chr17",0.0937787750975453,3.08975052391055,1.7382280757842,0.0836260387848707,0.166224824136078,-5.20361914193982
"ENSG00000151465","ENSG00000151465","8872","CDC123","chr10",-0.0911809611072971,6.26327417561499,-1.87494071175658,0.062179157407707,0.132237818030888,-5.20460545946804
"ENSG00000171236","ENSG00000171236","116844","LRG1","chr19",-0.138945672290756,7.01918069452664,-1.86495033039474,0.0635734790804695,0.134613504088484,-5.20463056039511
"ENSG00000033170","ENSG00000033170","2530","FUT8","chr14",0.0749209173986544,4.91387346022221,1.86909846929095,0.0629914114301665,0.133575219157934,-5.20545718298629
"ENSG00000140543","ENSG00000140543","55070","DET1","chr15",0.0825478876239134,3.2094199706516,1.75638939513081,0.0804692608067498,0.161157692445718,-5.20546888490161
"ENSG00000266017","ENSG00000266017","100616194","MIR4477B",NA,-0.133440831931661,1.32509587155565,-1.46252119165467,0.145082849955373,0.252771622273703,-5.2064346661039
"ENSG00000236790","ENSG00000236790","339789","LINC00299","chr2",0.162787022757127,2.60081619118482,1.66217448552938,0.0979591891017716,0.187356061806059,-5.20737478759237
"ENSG00000166532","ENSG00000166532","57494","RIMKLB","chr12",0.0780415551413244,4.27400123906014,1.8443888881717,0.0665251068102485,0.139421901976643,-5.20761841006725
"ENSG00000198393","ENSG00000198393","7574","ZNF26","chr12",0.0614522312478552,5.36530029420719,1.87431417133065,0.062265846203064,0.132336378495794,-5.20824714923027
"ENSG00000198574","ENSG00000198574","117157","SH2D1B","chr1",0.161307755877036,2.79446130388367,1.6933753036307,0.0918563571314362,0.178496852916491,-5.20833143116205
"ENSG00000197774","ENSG00000197774","197342","EME2","chr16",-0.0990086615169336,3.88985868498775,-1.82287885932693,0.0697336619009556,0.144734617028634,-5.20867950676324
"ENSG00000173064","ENSG00000173064","283450","HECTD4","chr12",0.106674514649452,7.05068508577892,1.8630452364357,0.0638422979735802,0.135073607673885,-5.20872847124358
"ENSG00000188242","ENSG00000188242","25845","PP7080","chr5",0.101436878950412,2.82678754202718,1.7168319476951,0.0874739018646186,0.171969466287619,-5.20901251902462
"ENSG00000177728","ENSG00000177728","9772","TMEM94","chr17",0.102808296447326,3.14355317056988,1.74553697627618,0.0823436768693933,0.16440229023894,-5.20910095056971
"ENSG00000062282","ENSG00000062282","84649","DGAT2","chr11",-0.135053790122681,7.73791706573019,-1.84743386052779,0.0660809545678154,0.138690643958424,-5.20910488036694
"ENSG00000122707","ENSG00000122707","8434","RECK","chr9",0.0725385119116277,3.21584006303627,1.7570195698729,0.080361498873381,0.161028420568553,-5.20936779006342
"ENSG00000163516","ENSG00000163516","55139","ANKZF1","chr2",-0.0607240476010463,5.79684040917814,-1.87466753638291,0.0622169418688302,0.13225388535108,-5.2099541261776
"ENSG00000168062","ENSG00000168062","116071","BATF2","chr11",0.181065387559374,1.64528790242192,1.50060609389602,0.13494886019435,0.238668831543292,-5.21106440475181
"ENSG00000138185","ENSG00000138185","953","ENTPD1","chr10",0.0959012543398876,7.96324574957908,1.842587537172,0.066789023090909,0.139840850743218,-5.21119886891707
"ENSG00000142657","ENSG00000142657","5226","PGD","chr1",-0.126658483564707,7.72582335974396,-1.84681861798998,0.0661704974690035,0.138789680000997,-5.21149331241696
"ENSG00000076928","ENSG00000076928","100505585","LOC100505585",NA,-0.0884467882693899,7.05909654440294,-1.85990198714861,0.064287893704337,0.135906681093991,-5.21152396428069
"ENSG00000144028","ENSG00000144028","23020","SNRNP200","chr2",-0.0683511798333236,7.11628750240604,-1.8587975367331,0.0644450762759019,0.136094080466867,-5.21184531564828
"ENSG00000166326","ENSG00000166326","54765","TRIM44","chr11",-0.0677309177582775,6.27427779851645,-1.87029848524155,0.0628238547160794,0.133327762915099,-5.21191252750017
"ENSG00000134815","ENSG00000134815","9704","DHX34","chr19",-0.113781674817114,6.33202405990285,-1.86993245691193,0.0628749234103367,0.133372898478407,-5.2125268223946
"ENSG00000148288","ENSG00000148288","26301","GBGT1","chr9",-0.101924148986859,5.50093535106321,-1.8725649846952,0.0625083986306739,0.132787290251579,-5.21274420269366
"ENSG00000145220","ENSG00000145220","55646","LYAR","chr4",-0.0995066840330829,4.25761772371058,-1.84249569988981,0.0668025014162657,0.139846731522599,-5.21307450879087
"ENSG00000102710","ENSG00000102710","55578","SUPT20H","chr13",-0.0745507157440116,7.24354897268935,-1.85586839174588,0.0648634924559047,0.136704582025976,-5.21307610665542
"ENSG00000180787","ENSG00000180787","124961","ZFP3","chr17",0.082014984644813,3.56438082491828,1.78934806288818,0.0749896606875645,0.152907511299301,-5.21461356435394
"ENSG00000151014","ENSG00000151014","25819","NOCT","chr4",0.120057545230037,1.00890595911944,1.37952022825765,0.169191261188875,0.283543007339545,-5.21569599096715
"ENSG00000092871","ENSG00000092871","117584","RFFL","chr17",0.100116843144099,5.90351654877364,1.8710623512813,0.0627173904901881,0.133144936371055,-5.21683744093578
"ENSG00000123636","ENSG00000123636","29994","BAZ2B","chr2",-0.0847845787099129,8.86893027759833,-1.81142971110838,0.0714930031036196,0.147608999262037,-5.21771929497569
"ENSG00000101916","ENSG00000101916","51311","TLR8","chrX",-0.0925899334478699,8.7707139943548,-1.814953098115,0.0709477187963699,0.146743214496453,-5.21828435197626
"ENSG00000230844","ENSG00000230844","401588","ZNF674-AS1","chrX",-0.0793082592889262,2.24104986522582,-1.61850795437582,0.107043488141412,0.200677956683488,-5.21891818378363
"ENSG00000172932","ENSG00000172932","338692","ANKRD13D","chr11",-0.0869307475291923,6.81024483987177,-1.85949964011214,0.0643451177641618,0.135939951407941,-5.22043425089294
"ENSG00000007080","ENSG00000007080","115098","CCDC124","chr19",-0.106582662876548,2.23933794004452,-1.61318879601325,0.10819458848224,0.202326504670668,-5.22134549943146
"ENSG00000172071","ENSG00000172071","9451","EIF2AK3","chr2",0.070996257690238,5.05014849268231,1.86332608488964,0.0638026094450509,0.135011430738825,-5.22170598343156
"ENSG00000106608","ENSG00000106608","55665","URGCP","chr7",0.0654416889264555,4.02366891841212,1.82233732651251,0.0698160628463175,0.144854346833444,-5.2219761255423
"ENSG00000170525","ENSG00000170525","5209","PFKFB3","chr10",-0.148386922081847,6.88166350129356,-1.85771018875415,0.064600136817112,0.136324906337448,-5.22290175064004
"ENSG00000188647","ENSG00000188647","375743","PTAR1","chr9",-0.0871456684758352,8.37342773622,-1.82135067781535,0.0699664006313152,0.145056882802064,-5.22332854662331
"ENSG00000138617","ENSG00000138617","54956","PARP16","chr15",-0.0675531358628165,3.26676810035961,-1.75181553829839,0.0812549524751863,0.162547109598942,-5.22388679429128
"ENSG00000188419","ENSG00000188419","1121","CHM","chrX",0.0761010192602545,4.96593012850781,1.86034912314218,0.064224349150858,0.135816157521829,-5.2240882699302
"ENSG00000237441","ENSG00000237441","5863","RGL2","chr6",0.0888546746909113,6.69415469676149,1.85970442562074,0.0643159867273782,0.135922224771968,-5.22433443768977
